CustomerID,Churn_Probability,Churn_Risk_Level
94,0.7119759499786541,Moderate Risk
95,0.7692503944404553,High Risk
96,0.3883437340088089,Low Risk
97,0.7289444986187107,Moderate Risk
98,0.4390308251312579,Moderate Risk
99,0.6352134715764899,Moderate Risk
100,0.2269605032637924,Low Risk
101,0.796373987088875,High Risk
102,0.38915423586787007,Low Risk
103,0.6637820072608261,Moderate Risk
104,0.5800058746793472,Moderate Risk
105,0.248059895747292,Low Risk
106,0.531407660431875,Moderate Risk
107,0.7799786898174695,High Risk
108,0.8009424422382512,High Risk
109,0.43495828738580866,Moderate Risk
110,0.3633574959787726,Low Risk
111,0.7547087639042647,High Risk
112,0.7813162884130807,High Risk
113,0.5618455153171041,Moderate Risk
114,0.5104496891714955,Moderate Risk
115,0.3467302066723132,Low Risk
116,0.6083084580954631,Moderate Risk
117,0.6321901427938785,Moderate Risk
118,0.35971739954080556,Low Risk
119,0.7148952690388122,Moderate Risk
120,0.5444663371963566,Moderate Risk
121,0.704150159429618,Moderate Risk
122,0.6995522905237127,Moderate Risk
123,0.43821273866168275,Moderate Risk
124,0.7411960358770768,Moderate Risk
125,0.7968788203015214,High Risk
126,0.2576442868690018,Low Risk
127,0.7809879963075526,High Risk
128,0.5319298760553264,Moderate Risk
129,0.5759250937046735,Moderate Risk
130,0.2924865181197827,Low Risk
131,0.8672063325686215,High Risk
132,0.835079999644318,High Risk
133,0.4692689194015396,Moderate Risk
134,0.617766011635386,Moderate Risk
135,0.6556373444005579,Moderate Risk
136,0.6940302678865056,Moderate Risk
137,0.6588607097242845,Moderate Risk
138,0.7326599527105607,Moderate Risk
139,0.48679817983723606,Moderate Risk
140,0.5873976030941309,Moderate Risk
141,0.7722118424631271,High Risk
142,0.433282460885051,Moderate Risk
143,0.9093322983462433,High Risk
144,0.7121848984478769,Moderate Risk
145,0.6581069253302331,Moderate Risk
146,0.626302743645759,Moderate Risk
147,0.4401076248075121,Moderate Risk
148,0.8753423127462524,High Risk
149,0.87580887062365,High Risk
150,0.8216318303676909,High Risk
151,0.39803569516636894,Low Risk
152,0.8781822856082478,High Risk
153,0.764373539487297,High Risk
154,0.6474069181872381,Moderate Risk
155,0.6322518471107175,Moderate Risk
156,0.301441872327775,Low Risk
157,0.7217165778105561,Moderate Risk
158,0.6523795301746014,Moderate Risk
159,0.3650912345267227,Low Risk
160,0.35717061451368937,Low Risk
161,0.5084975408209773,Moderate Risk
162,0.426077765306083,Moderate Risk
163,0.5734528563831812,Moderate Risk
164,0.3771493444029539,Low Risk
165,0.8965350933333078,High Risk
166,0.66137855060413,Moderate Risk
167,0.2807369150697459,Low Risk
168,0.6211112687415786,Moderate Risk
169,0.42010205217486923,Moderate Risk
170,0.640371053459524,Moderate Risk
171,0.44220472109646486,Moderate Risk
172,0.6918467595536196,Moderate Risk
173,0.3935545044814737,Low Risk
174,0.842947082365579,High Risk
175,0.7007828241852581,Moderate Risk
176,0.3952049649038586,Low Risk
177,0.7222558336730467,Moderate Risk
178,0.6067592437857564,Moderate Risk
179,0.6793161482041123,Moderate Risk
180,0.7660847985053924,High Risk
181,0.8023465899273041,High Risk
182,0.563509638638358,Moderate Risk
183,0.7294459031999164,Moderate Risk
184,0.38808067270950897,Low Risk
185,0.6117614962805937,Moderate Risk
186,0.4270676227847802,Moderate Risk
187,0.5025250528333408,Moderate Risk
188,0.7737046258008186,High Risk
189,0.5360490014008797,Moderate Risk
190,0.30163788906496425,Low Risk
191,0.7193822985612546,Moderate Risk
192,0.4358040108603628,Moderate Risk
193,0.7092004676560144,Moderate Risk
194,0.6635808501558706,Moderate Risk
195,0.8685659705437947,High Risk
196,0.2359748830883752,Low Risk
197,0.37692381737078684,Low Risk
198,0.787457037277549,High Risk
199,0.8670855254111492,High Risk
200,0.644320063814039,Moderate Risk
201,0.7359469875618927,Moderate Risk
202,0.6643287216264911,Moderate Risk
203,0.6406193035206867,Moderate Risk
204,0.8530673333036515,High Risk
205,0.3666671148029721,Low Risk
206,0.34142160088021445,Low Risk
207,0.5880485737753018,Moderate Risk
208,0.8283301806556851,High Risk
209,0.732471840905004,Moderate Risk
210,0.6843421860789757,Moderate Risk
211,0.8915105050077619,High Risk
212,0.3438895557960384,Low Risk
213,0.862554396225325,High Risk
214,0.44094827831352484,Moderate Risk
215,0.6339361904596685,Moderate Risk
216,0.6236863365656228,Moderate Risk
217,0.6220977804190064,Moderate Risk
218,0.5719204605890978,Moderate Risk
219,0.5759106905472073,Moderate Risk
220,0.788586711141734,High Risk
221,0.4903735009464995,Moderate Risk
222,0.8732896696878694,High Risk
223,0.2584585898825445,Low Risk
224,0.806691439301637,High Risk
225,0.7089841541698164,Moderate Risk
226,0.7747138166813776,High Risk
227,0.7067427439062929,Moderate Risk
228,0.7188455947896656,Moderate Risk
229,0.744397898928447,Moderate Risk
230,0.6588938458993229,Moderate Risk
231,0.8208232260152454,High Risk
232,0.7666585459174567,High Risk
233,0.6678857345323284,Moderate Risk
234,0.7782735970592006,High Risk
235,0.8716978564703952,High Risk
236,0.34539037588416033,Low Risk
237,0.27903438052937835,Low Risk
238,0.7716061145555392,High Risk
239,0.7956738361331462,High Risk
240,0.49477293386942556,Moderate Risk
241,0.7729384015196845,High Risk
242,0.5154962091674937,Moderate Risk
243,0.30648436891652864,Low Risk
244,0.7962134533548263,High Risk
245,0.4006851570910046,Moderate Risk
246,0.3299137834419185,Low Risk
247,0.6571360377635482,Moderate Risk
248,0.6499107145544966,Moderate Risk
249,0.8984734229834473,High Risk
250,0.6854672657286965,Moderate Risk
251,0.8169203872165279,High Risk
252,0.5135818372611788,Moderate Risk
253,0.6004844740116901,Moderate Risk
254,0.7922170273960164,High Risk
255,0.5363171209481848,Moderate Risk
256,0.8707401853303313,High Risk
257,0.8226465928927478,High Risk
258,0.6304062721204042,Moderate Risk
259,0.7166437948535519,Moderate Risk
260,0.5756689588087477,Moderate Risk
261,0.8391172069580376,High Risk
262,0.6615473437168778,Moderate Risk
263,0.6296249583711672,Moderate Risk
264,0.6268278649210595,Moderate Risk
265,0.7981450166801806,High Risk
266,0.7836134829474629,High Risk
267,0.650672977516818,Moderate Risk
268,0.6205829723594187,Moderate Risk
269,0.5272395688841381,Moderate Risk
270,0.4099710080263066,Moderate Risk
271,0.497286694069385,Moderate Risk
272,0.5614235370901844,Moderate Risk
273,0.5192499274450249,Moderate Risk
274,0.41452567104401467,Moderate Risk
275,0.4947950460305358,Moderate Risk
276,0.5463665209863445,Moderate Risk
277,0.860237726095339,High Risk
278,0.8821718289488398,High Risk
279,0.5329519737893239,Moderate Risk
280,0.8179164963113634,High Risk
281,0.3217592224045417,Low Risk
282,0.6637885878006541,Moderate Risk
283,0.2902060614365813,Low Risk
284,0.5635386487858511,Moderate Risk
285,0.6591096160177172,Moderate Risk
286,0.5472409943616992,Moderate Risk
287,0.4593526928668113,Moderate Risk
288,0.9131570730513476,High Risk
289,0.7426296417565305,Moderate Risk
290,0.7974398808611484,High Risk
291,0.8623440726882382,High Risk
292,0.797764170380569,High Risk
293,0.29652423367700104,Low Risk
294,0.8058080419303626,High Risk
295,0.5608054949292669,Moderate Risk
296,0.6952173387702167,Moderate Risk
297,0.6938388609520248,Moderate Risk
298,0.7711583314043681,High Risk
299,0.8429705024476697,High Risk
300,0.7164667448826223,Moderate Risk
301,0.3927829249700414,Low Risk
302,0.4347005816440011,Moderate Risk
303,0.5871863151258763,Moderate Risk
304,0.49473608031305844,Moderate Risk
305,0.37356932764049877,Low Risk
306,0.7339767287422719,Moderate Risk
307,0.7491421953286891,Moderate Risk
308,0.32972761655388233,Low Risk
309,0.47422923894220925,Moderate Risk
310,0.5557035834376696,Moderate Risk
311,0.8379895773920316,High Risk
312,0.4278663136019088,Moderate Risk
313,0.5345835880445314,Moderate Risk
314,0.3454370441548379,Low Risk
315,0.6020210014758273,Moderate Risk
316,0.7200287340685573,Moderate Risk
317,0.48985675550735885,Moderate Risk
318,0.43947477761409576,Moderate Risk
319,0.812286332759239,High Risk
320,0.6223858555312692,Moderate Risk
321,0.33046883302404195,Low Risk
322,0.7377653554952311,Moderate Risk
323,0.4918163180288841,Moderate Risk
324,0.2389026543806614,Low Risk
325,0.8419454962251206,High Risk
326,0.853293110531559,High Risk
327,0.5661448299219242,Moderate Risk
328,0.815095765733585,High Risk
329,0.672055114283684,Moderate Risk
330,0.6107789038710683,Moderate Risk
331,0.3928040228657423,Low Risk
332,0.6280396325291907,Moderate Risk
333,0.8014950743388389,High Risk
334,0.8947977995165355,High Risk
335,0.8744014487894202,High Risk
336,0.6504211783010002,Moderate Risk
337,0.3166476204113821,Low Risk
338,0.5996800737206247,Moderate Risk
339,0.500653308772569,Moderate Risk
340,0.8141100453996502,High Risk
341,0.7244072481524073,Moderate Risk
342,0.49285723509537877,Moderate Risk
343,0.4964561236370089,Moderate Risk
344,0.7145973894004419,Moderate Risk
345,0.5174027638297175,Moderate Risk
346,0.7339940002948189,Moderate Risk
347,0.555342831270062,Moderate Risk
348,0.3434962906783999,Low Risk
349,0.3925539413506566,Low Risk
350,0.3355559670196605,Low Risk
351,0.37917042045346155,Low Risk
352,0.8688421266103984,High Risk
353,0.7713641367725503,High Risk
354,0.5548831382870207,Moderate Risk
355,0.6519572841857992,Moderate Risk
356,0.22754913014527495,Low Risk
357,0.6033258499975722,Moderate Risk
358,0.3364851442908694,Low Risk
359,0.7263517235099372,Moderate Risk
360,0.4495852927068597,Moderate Risk
361,0.6474338410201146,Moderate Risk
362,0.5749076190494912,Moderate Risk
363,0.5740594084937057,Moderate Risk
364,0.3862692356619912,Low Risk
365,0.8243615289934993,High Risk
366,0.4268831980718031,Moderate Risk
367,0.42626931207039276,Moderate Risk
368,0.31901043347905356,Low Risk
369,0.6143257246585231,Moderate Risk
370,0.8023278848721549,High Risk
371,0.2150423324533296,Low Risk
372,0.6643352968769397,Moderate Risk
373,0.5442574358311737,Moderate Risk
374,0.4192785149476425,Moderate Risk
375,0.6954020165792913,Moderate Risk
376,0.7393475974164689,Moderate Risk
377,0.8247246063698592,High Risk
378,0.7326599527105607,Moderate Risk
379,0.8292855331483,High Risk
380,0.3586909257616808,Low Risk
381,0.5148472769337886,Moderate Risk
382,0.8462783766477131,High Risk
383,0.7717908635367751,High Risk
384,0.6413431583847837,Moderate Risk
385,0.7843138326770317,High Risk
386,0.8404898627561871,High Risk
387,0.696820138910048,Moderate Risk
388,0.7706131869705449,High Risk
389,0.478059840437964,Moderate Risk
390,0.27461206339847344,Low Risk
391,0.3534935322296585,Low Risk
392,0.6451013535965668,Moderate Risk
393,0.6546497913580707,Moderate Risk
394,0.5596922769028011,Moderate Risk
395,0.5575150714037932,Moderate Risk
396,0.4432904305780126,Moderate Risk
397,0.29160107459191587,Low Risk
398,0.6589203537216047,Moderate Risk
399,0.872172775371902,High Risk
400,0.6655362125733418,Moderate Risk
401,0.47096091537088625,Moderate Risk
402,0.5529093678521748,Moderate Risk
403,0.6223719956889323,Moderate Risk
404,0.5953548758543442,Moderate Risk
405,0.412419902582991,Moderate Risk
406,0.8100902744656147,High Risk
407,0.4808312253801576,Moderate Risk
408,0.45619294455471915,Moderate Risk
409,0.7480723780726333,Moderate Risk
410,0.6033470199708805,Moderate Risk
411,0.26959627802341674,Low Risk
412,0.43271698523349966,Moderate Risk
413,0.3807567213916618,Low Risk
414,0.46328618903740926,Moderate Risk
415,0.7947047978780237,High Risk
416,0.7493281355694797,Moderate Risk
417,0.8090431250546534,High Risk
418,0.6682424167059591,Moderate Risk
419,0.8108955326532986,High Risk
420,0.4627281882396085,Moderate Risk
421,0.2768118684568386,Low Risk
422,0.6187141520798254,Moderate Risk
423,0.7291632896473127,Moderate Risk
424,0.8106144616244711,High Risk
425,0.8119033662839418,High Risk
426,0.780717800478789,High Risk
427,0.8491113677762488,High Risk
428,0.9157354320806518,High Risk
429,0.40973876562960637,Moderate Risk
430,0.4349872747438129,Moderate Risk
431,0.5518650545834728,Moderate Risk
432,0.2631499272626832,Low Risk
433,0.832982770487946,High Risk
434,0.42848078186307603,Moderate Risk
435,0.5672543477300391,Moderate Risk
436,0.30345145845867216,Low Risk
437,0.7116520483760114,Moderate Risk
438,0.6099887831805825,Moderate Risk
439,0.7339479412325723,Moderate Risk
440,0.3513907793902972,Low Risk
441,0.762557629731747,High Risk
442,0.4314160172712147,Moderate Risk
443,0.6611370551894717,Moderate Risk
444,0.784501143280172,High Risk
445,0.7476991698736303,Moderate Risk
446,0.6603989339111392,Moderate Risk
447,0.7173478701711469,Moderate Risk
448,0.3308481718898345,Low Risk
449,0.8222801385626535,High Risk
450,0.6761717030438301,Moderate Risk
451,0.3875478464858733,Low Risk
452,0.809435096393005,High Risk
453,0.842267427209135,High Risk
454,0.3919697151108077,Low Risk
455,0.23935391244806184,Low Risk
456,0.8779798587399862,High Risk
457,0.6824124485575723,Moderate Risk
458,0.5346129329508174,Moderate Risk
459,0.8586179482024346,High Risk
460,0.5863735830101683,Moderate Risk
461,0.6190796186734224,Moderate Risk
462,0.7842888914642154,High Risk
463,0.7071344882605162,Moderate Risk
464,0.7897021906674793,High Risk
465,0.6723900295255962,Moderate Risk
466,0.6733391943705545,Moderate Risk
467,0.908140730097689,High Risk
468,0.8464224118359618,High Risk
469,0.702563408280329,Moderate Risk
470,0.526665426982635,Moderate Risk
471,0.4252511041030469,Moderate Risk
472,0.254087713541809,Low Risk
473,0.5337935537867483,Moderate Risk
474,0.5053230712721037,Moderate Risk
475,0.8842751908985368,High Risk
476,0.5192499274450249,Moderate Risk
477,0.19548688662974803,Low Risk
478,0.8437254075744032,High Risk
479,0.8444154369416089,High Risk
480,0.4036495060296712,Moderate Risk
481,0.41393818066913135,Moderate Risk
482,0.35616088856654626,Low Risk
483,0.44220472109646486,Moderate Risk
484,0.7692085205361305,High Risk
485,0.6497324802623654,Moderate Risk
486,0.7246283180354911,Moderate Risk
487,0.31153199169244467,Low Risk
488,0.3883507379477817,Low Risk
489,0.8717077493803831,High Risk
490,0.6647371053897156,Moderate Risk
491,0.643900132917171,Moderate Risk
492,0.8691244979400505,High Risk
493,0.813088908928171,High Risk
494,0.7074247624854584,Moderate Risk
495,0.5695290804788037,Moderate Risk
496,0.3704646086419332,Low Risk
497,0.7114852407457096,Moderate Risk
498,0.6367245239797517,Moderate Risk
499,0.360241263948922,Low Risk
500,0.9014406844706883,High Risk
501,0.5537305251259339,Moderate Risk
502,0.8446072869321508,High Risk
503,0.35387858917313664,Low Risk
504,0.556235890793919,Moderate Risk
505,0.8454235126907527,High Risk
506,0.4474156634436888,Moderate Risk
507,0.47557339327083487,Moderate Risk
508,0.6682489535772739,Moderate Risk
509,0.8243786054569365,High Risk
510,0.5764947318199496,Moderate Risk
511,0.8678596081022559,High Risk
512,0.8472918262538868,High Risk
513,0.5786204740682843,Moderate Risk
514,0.5192720091961153,Moderate Risk
515,0.5173880386295149,Moderate Risk
516,0.5499470380603602,Moderate Risk
517,0.6550904861708102,Moderate Risk
518,0.5362657921367626,Moderate Risk
519,0.7018501530886894,Moderate Risk
520,0.8804092666745696,High Risk
521,0.7738623755219601,High Risk
522,0.4947287096086364,Moderate Risk
523,0.607537636819373,Moderate Risk
524,0.7528259945508509,High Risk
525,0.5969972095487651,Moderate Risk
526,0.4808312253801576,Moderate Risk
527,0.7055447987721317,Moderate Risk
528,0.37615078016198333,Low Risk
529,0.4775072330857228,Moderate Risk
530,0.5509557098510705,Moderate Risk
531,0.28073096116778584,Low Risk
532,0.4566035444315241,Moderate Risk
533,0.6296043298984544,Moderate Risk
534,0.8949728919437264,High Risk
535,0.8314528523999722,High Risk
536,0.6489155329528263,Moderate Risk
537,0.6538915902515758,Moderate Risk
538,0.7069417088068962,Moderate Risk
539,0.41880383348357425,Moderate Risk
540,0.3044822095971286,Low Risk
541,0.5030419842965267,Moderate Risk
542,0.8906793021645835,High Risk
543,0.7680530419813557,High Risk
544,0.7758151014158361,High Risk
545,0.35946233352015894,Low Risk
546,0.7887467457680348,High Risk
547,0.5892395315859802,Moderate Risk
548,0.6506260612237865,Moderate Risk
549,0.7174767737580754,Moderate Risk
550,0.4126668954368154,Moderate Risk
551,0.3641059329099654,Low Risk
552,0.8692135661159719,High Risk
553,0.5551930966987858,Moderate Risk
554,0.5108442525237156,Moderate Risk
555,0.8914204559461115,High Risk
556,0.790268083267944,High Risk
557,0.46044575022801143,Moderate Risk
558,0.7197341152264409,Moderate Risk
559,0.2938757169204701,Low Risk
560,0.7831826261373984,High Risk
561,0.8051185127931103,High Risk
562,0.653944974030813,Moderate Risk
563,0.509969799467087,Moderate Risk
564,0.7234925446183132,Moderate Risk
565,0.46404651664731433,Moderate Risk
566,0.5972140135208412,Moderate Risk
567,0.5526792884881705,Moderate Risk
568,0.7082799027964716,Moderate Risk
569,0.8058080419303626,High Risk
570,0.5016723503521439,Moderate Risk
571,0.3953992431728006,Low Risk
572,0.8650369333612618,High Risk
573,0.6473867254482135,Moderate Risk
574,0.3554196549477964,Low Risk
575,0.5000774940042011,Moderate Risk
576,0.4761625757304906,Moderate Risk
577,0.8890367191065996,High Risk
578,0.3234211090687356,Low Risk
579,0.4335254881624805,Moderate Risk
580,0.5181586944287806,Moderate Risk
581,0.8495440838026515,High Risk
582,0.5028314326949312,Moderate Risk
583,0.472572735455518,Moderate Risk
584,0.28813305370498654,Low Risk
585,0.6792840302622954,Moderate Risk
586,0.6159128305423403,Moderate Risk
587,0.7193287238555595,Moderate Risk
588,0.5775040049510235,Moderate Risk
589,0.791135721249605,High Risk
590,0.5490442823317675,Moderate Risk
591,0.7298189138133251,Moderate Risk
592,0.7785103619421099,High Risk
593,0.41187615189937093,Moderate Risk
594,0.7635162454346,High Risk
595,0.5474496652884864,Moderate Risk
596,0.2534585407910943,Low Risk
597,0.3126322240712339,Low Risk
598,0.5957281027155287,Moderate Risk
599,0.7554952604004399,High Risk
600,0.369676346137345,Low Risk
601,0.5624922614816514,Moderate Risk
602,0.41081060638050976,Moderate Risk
603,0.5363171209481848,Moderate Risk
604,0.8254811799348188,High Risk
605,0.5545149701002662,Moderate Risk
606,0.7775030923340097,High Risk
607,0.41713712912881457,Moderate Risk
608,0.8399267659178941,High Risk
609,0.693980174091685,Moderate Risk
610,0.7202341361512429,Moderate Risk
611,0.8591227533543055,High Risk
612,0.6522085685911683,Moderate Risk
613,0.667770849434049,Moderate Risk
614,0.40492637309340657,Moderate Risk
615,0.39881081614538016,Low Risk
616,0.6847759660505579,Moderate Risk
617,0.5975654123079047,Moderate Risk
618,0.5499543360130593,Moderate Risk
619,0.39881081614538016,Low Risk
620,0.715048879036285,Moderate Risk
621,0.8510759256259279,High Risk
622,0.48741044496609853,Moderate Risk
623,0.5036693717516222,Moderate Risk
624,0.8449772458744464,High Risk
625,0.3231852389713574,Low Risk
626,0.3694388992290573,Low Risk
627,0.5949419034464112,Moderate Risk
628,0.6161608706213111,Moderate Risk
629,0.7861615897274602,High Risk
630,0.8046105959146002,High Risk
631,0.8094396445786205,High Risk
632,0.5116596992665068,Moderate Risk
633,0.5688919954659786,Moderate Risk
634,0.6829241843529338,Moderate Risk
635,0.7279424043899759,Moderate Risk
636,0.34843472309859314,Low Risk
637,0.4200589530276036,Moderate Risk
638,0.34867952742173125,Low Risk
639,0.8503989496421035,High Risk
640,0.8890367191065996,High Risk
641,0.328420456791267,Low Risk
642,0.22905814937450203,Low Risk
643,0.2956316742689541,Low Risk
644,0.8572573663242319,High Risk
645,0.26763232180345614,Low Risk
646,0.766867174687608,High Risk
647,0.758304765054806,High Risk
648,0.28519503906281485,Low Risk
649,0.687456638045352,Moderate Risk
650,0.7195701406502963,Moderate Risk
651,0.7520557234782845,High Risk
652,0.3761922965498435,Low Risk
653,0.44384435536341654,Moderate Risk
654,0.6984119558930648,Moderate Risk
655,0.4539081989099365,Moderate Risk
656,0.749968273124347,Moderate Risk
657,0.7756070053353658,High Risk
658,0.48525601988698114,Moderate Risk
659,0.5011555115724605,Moderate Risk
660,0.6378506723470271,Moderate Risk
661,0.49202682192897723,Moderate Risk
662,0.7585670385602045,High Risk
663,0.805634662767484,High Risk
664,0.6708725403224933,Moderate Risk
665,0.49556660515727924,Moderate Risk
666,0.37200875945273043,Low Risk
667,0.6551171348510161,Moderate Risk
668,0.4147658774634437,Moderate Risk
669,0.82485910115167,High Risk
670,0.506567244061641,Moderate Risk
671,0.7203919340679884,Moderate Risk
672,0.9072225959836504,High Risk
673,0.8145945051597642,High Risk
674,0.48714845512824295,Moderate Risk
675,0.742318836272958,Moderate Risk
676,0.5302236874834503,Moderate Risk
677,0.422780840459288,Moderate Risk
678,0.3885508166838091,Low Risk
679,0.458883134809662,Moderate Risk
680,0.8014903830389218,High Risk
681,0.522050704095531,Moderate Risk
682,0.5723689011243631,Moderate Risk
683,0.3622244261571231,Low Risk
684,0.5316908027050008,Moderate Risk
685,0.7929017325535604,High Risk
686,0.4173705998053498,Moderate Risk
687,0.7619983201329483,High Risk
688,0.8026882527329035,High Risk
689,0.38290358529858004,Low Risk
690,0.8277329562098729,High Risk
691,0.8360092683587952,High Risk
692,0.34274081246362187,Low Risk
693,0.36223123799921375,Low Risk
694,0.7344089555582076,Moderate Risk
695,0.713324598153427,Moderate Risk
696,0.2845062149028129,Low Risk
697,0.8625613874820292,High Risk
698,0.45396667059136814,Moderate Risk
699,0.4046524068544858,Moderate Risk
700,0.6382805372058341,Moderate Risk
701,0.8689515056242837,High Risk
702,0.5594629069586142,Moderate Risk
703,0.41002093667343975,Moderate Risk
704,0.3173605799329728,Low Risk
705,0.4627135271500962,Moderate Risk
706,0.7603072440545983,High Risk
707,0.8749760993772481,High Risk
708,0.5988326354309401,Moderate Risk
709,0.5678196570640722,Moderate Risk
710,0.6365501525228154,Moderate Risk
711,0.28415144876156445,Low Risk
712,0.7565655376421764,High Risk
713,0.5802253921743002,Moderate Risk
714,0.4618290171517606,Moderate Risk
715,0.7372076827673647,Moderate Risk
716,0.8073583912910596,High Risk
717,0.6466211860843539,Moderate Risk
718,0.4973309219235894,Moderate Risk
719,0.7232532058588782,Moderate Risk
720,0.6298007200507415,Moderate Risk
721,0.5599870111711526,Moderate Risk
722,0.8701975152456258,High Risk
723,0.7915209225041816,High Risk
724,0.5074419044260846,Moderate Risk
725,0.42845911989628654,Moderate Risk
726,0.5930723080531832,Moderate Risk
727,0.7665500570569179,High Risk
728,0.8808687245981844,High Risk
729,0.5261793268506265,Moderate Risk
730,0.8112620156262141,High Risk
731,0.5564219433971799,Moderate Risk
732,0.769834384498197,High Risk
733,0.7585400366629179,High Risk
734,0.8519273244756886,High Risk
735,0.37813508533569923,Low Risk
736,0.6679184359171519,Moderate Risk
737,0.40249149471107504,Moderate Risk
738,0.39251175545765926,Low Risk
739,0.816628585196527,High Risk
740,0.3402503493587267,Low Risk
741,0.40923173058911355,Moderate Risk
742,0.6895122198507576,Moderate Risk
743,0.5917210377258593,Moderate Risk
744,0.7865782402070796,High Risk
745,0.4499249692872785,Moderate Risk
746,0.5329813316977298,Moderate Risk
747,0.7710356938668567,High Risk
748,0.5861335293279646,Moderate Risk
749,0.4200876856570329,Moderate Risk
750,0.7749019284651205,High Risk
751,0.545319492609455,Moderate Risk
752,0.4526381821746552,Moderate Risk
753,0.7028255176602194,Moderate Risk
754,0.743092136806179,Moderate Risk
755,0.8185402922652852,High Risk
756,0.6694493592566666,Moderate Risk
757,0.7920589286056336,High Risk
758,0.7239766470888103,Moderate Risk
759,0.5828917277673554,Moderate Risk
760,0.6523460950750726,Moderate Risk
761,0.3321405928088086,Low Risk
762,0.8882813333701818,High Risk
763,0.7363028252599112,Moderate Risk
764,0.7217106557335811,Moderate Risk
765,0.697225684207022,Moderate Risk
766,0.6876185717327352,Moderate Risk
767,0.9111252818823712,High Risk
768,0.6902356597272106,Moderate Risk
769,0.29776072891731453,Low Risk
770,0.6986700349843992,Moderate Risk
771,0.7723547740289086,High Risk
772,0.6798048599384293,Moderate Risk
773,0.4656408281326588,Moderate Risk
774,0.8169115670857547,High Risk
775,0.7704329833105217,High Risk
776,0.777538796300035,High Risk
777,0.7785205304648843,High Risk
778,0.6941903107605559,Moderate Risk
779,0.6365296870958332,Moderate Risk
780,0.4073872945636458,Moderate Risk
781,0.47452011850612597,Moderate Risk
782,0.5641268330770982,Moderate Risk
783,0.8040645169867077,High Risk
784,0.34142160088021445,Low Risk
785,0.7104017776688054,Moderate Risk
786,0.7377710600594279,Moderate Risk
